Luchow|88,51
Mangan|95,33
Nanchang|85,54
Nanking|91,52
Tungchow|92,53
Ningpo|92,56
Paoting|94,40
Peiping|95,39
Shanghai|92,55
Shaohing|91,56
Sinyang|86,48
Soochow|92,54
Suchow|91,47
Swatow|81,62
Taichow|92,52
Tangshan|96,41
Tatung|93,37
Tientsin|95,41
Tsinan|93,44
Tsinkiang|84,61
Tsingtao|95,47
Weihsien|95,46
Wuchang|84,51
Wuhu|89,53
Wusih|91,53
Taiyuan|91,40
Kiungshan|71,61
Samah|69,63
Battambang|58,65
Bien Hoa|61,70
Cam Ranh Bay|64,72
Dalat|63,71
Tourane|66,65
Haiphong|68,57
Hanoi|68,56
Hue|66,64
Kompong Chhnang|59,68
Kompong Trach|57,70
Kratie|61,69
Lang Son|70,56
Lao Cai|68,53
Luangprabang|63,55
Pakse|63,64
Phnom Penh|58,69
Quinhon|65,69
Rachgia|57,71
Saigon|60,71
Siem Reap|59,65
Soc Trang|58,73
Vientiane|62,57
Vinh|65,59
Ayuthia|56,61
Bangkok|56,62
Chanthaburi|56,65
Chiang Mai|58,53
Nakhon Ratchasima|58,61
Patani|51,73
Pisanuloke|58,57
Rahaeng|58,56
Singora|51,72
Surat Thani|51,68
Ubon|62,63
Udon Thani|61,59
Uttaradit|59,56
Agrihan|111,88
Almagan|110,90
Anatahan|109,91
Pagan|110,89
Rota|107,95
Saipan|108,93
Tinian|108,94
Babeldaob|90,97
Kusaie Island|125,118
Peleliu|90,98
Ponape|119,113
Satawal|105,105
Truk|112,108
Ulithi|98,97
Woleai|101,103
Yap|96,97
Ailinglaplap|133,117
Ailuk|136,114
Bikini|131,110
Ebon|132,122
Eniwetok|127,108
Jaluit|134,120
Kwajalein Island|132,115
Likiep|135,114
Majuro|136,119
Maloelap|136,117
Mili|136,121
Namorik|132,120
Namu|133,116
Roi-Namur|132,114
Rongelap|132,111
Taongi|136,107
Wotje|135,115
Marcus Island|123,85
Astoria|211,55
Boise|218,55
Butte|220,48
Eureka|214,65
Fresno|221,71
Great Falls|219,44
Los Angeles|225,76
March Field|225,75
Mare Island|218,69
Mojave|225,74
Oak Harbor|210,51
Pendleton|215,53
Port Hueneme|224,76
Portland|213,56
Sacramento|219,68
Fort Ord|220,72
Ogden|225,57
San Clemente Island|225,78
San Diego|227,78
San Francisco|218,70
Santa Ana|226,76
Santa Barbara|223,76
Santa Catalina Is|224,77
Channel Islands|222,77
Seattle|212,52
Spokane|215,48
Stockton|219,69
Tacoma|211,53
Tillamook|211,57
Wendover Field|225,60
Adak Island|162,52
Agattu Island|154,50
Akutan Island|171,49
Amchitka Island|158,52
Anchorage|181,36
Annette Island|198,42
Atka Island|164,52
Attu Island|153,49
Bethel|173,38
Buldir Island|156,50
Chirikof Island|179,46
Chuginadak Island|168,52
Cold Bay|174,48
Cordova|184,36
Dutch Harbor|171,50
Fairbanks|179,29
Great Sitkin Island|163,52
Gulkana|182,33
Juneau|193,37
Kiska Island|157,51
Kodiak|181,42
Nagai Island|176,48
Nome|169,32
Port Heiden|176,45
Ruby|175,30
Sagigik Island|165,52
Sanak Island|173,49
Seguam Island|166,52
Semisopochnoi Island|159,52
Seward|182,38
Sitka|193,39
Sitkinak Island|180,45
Skagway|191,35
Tugidak Island|179,45
Ulak Island|160,53
Umnak Island|169,51
Valdez|183,35
Whittier|182,36
Yakutat|189,36
Yunaska Island|167,52
French Frigate Shoal|170,101
Hilo|183,111
Kona|182,111
Lahaina|182,108
Lanai|181,109
Laysan Island|164,96
Lihue|178,106
Midway Island|158,91
Molokai|181,108
Niihau|177,106
Pearl Harbor|180,107
Jarvis Island|170,144
Palmyra|170,133
Funafuti|138,147
Nanumea|136,141
Nukufetau|138,146
Vaitupu|138,145
Canton Island|153,143
Enderbury Island|154,143
Gardner Island|149,144
Sydney Island|153,145
Pago Pago|148,161
Ta'u|150,161
Baker Island|149,136
Guam|106,95
Howland Island|148,135
Johnston Island|164,112
Wake Island|136,98
Kure Island|157,90
Cristobal|228,101
Eastern USA|227,27
Balboa|229,102
Aparri|82,73
Bataan|78,77
Batangas|79,78
Bayombong|80,75
Clark Field|79,76
Iba|78,75
Mauban|80,78
Laoag|81,72
Legaspi|82,82
Lingayen|79,75
Lucena|79,79
Manila|79,77
Naga|81,81
San Fernando|80,74
Tuguegarao|82,74
Vigan|80,73
Butuan|80,89
Cagayan|79,89
Cotabato|78,90
Dadjangas|78,93
Davao|79,91
Dumanquilas|77,89
Babuyan|84,71
Bacolod|79,85
Balabac|70,84
Basilan|75,90
Batan Island|85,70
Boac|80,80
Burias|80,81
Busuanga|77,80
Calapan|78,79
Calayan|83,71
Camiguin|84,72
Catanduanes|82,81
Catbalogan|82,84
Cebu|80,86
Culion|76,80
Dinagat|81,87
Dumaguete|78,86
Guiuan|82,85
Iloilo|79,84
Itbayat Island|84,69
Jolo|74,90
Lubang|78,78
Masbate|80,83
Baybay|81,86
Oroquieta|78,88
Polillo|81,78
Puerto Princesa|73,83
Roxas|79,83
San Jose|78,84
Siargao|82,88
Sibuyan|80,82
Siquijor|78,87
Tablas|79,81
Tacloban|81,85
Tagbilaran|79,87
Tapul|73,90
Tawi Tawi|72,90
Taytay|75,82
Zamboanga|75,89
Colombo|29,48
Dambulla|30,47
Jaffna|31,45
Koggala|29,50
Trincomalee|31,47
Akyab|54,45
Bassein|54,52
Bhamo|63,44
Katha|61,43
Lashio|62,46
Magwe|57,47
Mandalay|59,46
Meiktila|58,47
Moulmein|55,55
Myitkyina|64,42
Prome|55,50
Rangoon|54,53
Taung Gyi|59,48
Tavoy|54,60
Toungoo|57,50
Victoria Point|51,66
Warazup|63,41
Alor Star|49,73
Georgetown|49,74
Johore Bahru|50,83
Kota Bharu|51,75
Kuala Lumpur|49,79
Kuantan|51,79
Malacca|49,81
Mersing|51,82
Singapore|50,84
Taiping|49,75
Banggi|69,85
Brunei|65,87
Jesselton|68,86
Kuching|58,88
Kudat|69,86
Miri|64,87
Sandakan|70,88
Tawau|69,90
Addu|16,52
North Male|20,45
Auki|115,136
Choiseul Bay|111,132
Kirakira|116,140
Lunga|114,138
Munda|111,134
Panggoe|111,133
Rekata Bay|113,134
Rennell Island|113,140
Russell Islands|113,136
Shortlands|109,131
Stewart Island|116,139
Tassafaronga|113,137
Thousand Ships Bay|114,136
Tulagi|114,137
Vella Lavella|110,133
Gau Island|133,161
Kabara|136,162
Kandavu Island|132,162
Koro Island|134,160
Lakeba|135,161
Moala|134,162
Nadi|131,160
Savusavu|134,159
Suva|132,160
Taveuni Island|135,159
Vanua Balavu|136,160
Yasawa Islands|131,158
Abemama|136,130
Arorae|138,137
Beru|138,134
Kuria|135,131
Maiana|135,129
Makin|136,125
Nikunau|139,134
Nonouti|136,133
Onotoa|137,135
Tabiteuea|137,134
Tarawa|136,128
Caroline Island|178,164
Christmas Island|174,141
Fanning Island|172,137
Flint Island|175,166
Malden Island|175,152
Starbuck Island|173,154
Washington Island|171,135
Ndeni|120,143
Reef Islands|121,142
Utupua|121,144
Vanikoro|121,145
Eua|138,169
Late Island|140,165
Lifuka|140,167
Niuafo'ou|141,160
Niuatoputapu|143,161
Tofua|139,167
Tongatapu|138,168
Vava'u|141,165
Diego Garcia|11,62
Hong Kong|77,61
Nauru Island|127,128
Ocean Island|130,130
Aden|20,3
Cape Town|2,67
Mombasa|2,57
Port Stanley|229,190
United Kingdom|228,3
Agra|50,19
Ajmer|48,16
Ahmedabad|41,18
Aligarh|51,19
Allahabad|51,26
Ambala|54,15
Amritsar|55,11
Asansol|53,34
Bangalore|32,37
Bareilly|53,19
Benares|51,27
Jessore|53,37
Bhaunagar|39,19
Bhopal|45,24
Bikaner|49,13
Bombay|36,24
Calcutta|52,37
Calicut|29,38
Cawnpore|51,23
Chittagong|55,41
Cocanada|41,37
Cochin|28,40
Cox's Bazar|54,43
Coimbatore|29,39
Cuttack|48,37
Dacca|56,38
Delhi|52,17
Diamond Harbour|52,38
Dimapur|62,38
Ranchi|52,32
Goa|32,29
Gorakhpur|54,26
Gwalior|49,21
Howrah|52,36
Hyderabad|39,32
Hyderabad (Sindh)|42,10
Imphal|60,40
Indore|43,22
Jaipur|48,17
Jamshedpur|51,34
Jodphur|45,14
Jorhat|63,38
Jubbulpore|46,27
Karachi|40,8
Kohima|61,39
Lahore|55,10
Ledo|65,38
Lucknow|52,23
Ludhiana|55,12
Madras|35,40
Madurai|30,42
Mangalore|30,34
Meerut|53,18
Moradabad|54,18
Multan|50,9
Mysore|31,37
Nagpur|44,28
Patna|54,30
Poona|36,26
Raipur|45,31
Rangpur|58,34
Rawalpindi|58,6
Salem|32,39
Sholapur|36,29
Sialkot|56,9
Srinagar|60,8
Surat|39,20
Tanjore|32,42
Trichinopoly|31,41
Trivandrum|27,43
Vizagapatnam|42,37
Katmandu|57,28
Little Andaman|44,59
Great Nicobar|43,66
Port Blair|46,58
Trinkat|44,64
Adelaide|75,163
Albany|51,153
Alice Springs|74,143
Bathurst|89,166
Bathurst Island|76,123
Birdsville|81,148
Bowen|93,147
Bourke|86,160
Brisbane|96,160
Broken Hill|80,160
Broome|62,127
Bundaberg|96,155
Cairns|92,140
Canberra|87,169
Carnarvon|49,133
Ceduna|71,156
Charleville|88,154
Charters Towers|91,145
Cloncurry|84,142
Coen|90,134
Cooktown|92,137
Corunna Downs|57,131
Daly Waters|76,131
Darwin|76,124
Derby|64,127
Emerald|91,151
Exmouth|50,129
Fenton|76,126
Geelong|81,170
Geraldton|49,141
Gove|82,127
Groote Eylandt|82,130
Hughenden|88,145
Kalgoorlie|56,147
Katherine|76,128
Kingscote|73,163
Meekatharra|54,139
Melbourne|82,170
Mildura|80,164
Newcastle|92,166
Normanton|86,138
Oodnadatta|74,149
Perth|49,147
Port Augusta|75,159
Port Hedland|57,129
Port Kembla|90,168
Portland|77,169
Portland Roads|91,132
Rockhampton|95,152
Sale|84,172
Sydney|90,167
Tamworth|91,163
Tennant Creek|76,137
Tocumwal|83,167
Toowoomba|94,159
Townsville|92,144
Wagga Wagga|85,167
Whyalla|74,159
Winton|86,147
Wyndham|70,127
Burnie|81,176
Hobart|81,179
Launceston|82,176
Queenstown|80,177
Aitape|95,118
Buna|99,129
Dagua|95,119
Finschhafen|100,126
Hansa Bay|97,121
Lae|99,126
Madang|97,123
Milne Bay|101,133
Port Moresby|98,130
Saidor|99,124
Salamaua|98,127
Wau|98,126
Wewak|96,119
Arawe|102,126
Cape Gloucester|101,125
Gasmata|103,127
Rabaul|106,125
Talasea|103,125
Emirau Island|105,121
Feni Islands|108,126
Green Island|108,127
Kavieng|106,122
Lihir|108,124
Manus|101,119
Mussau Island|105,120
Namatanai|107,125
New Hanover Island|105,122
Tabar Island|107,123
Deboyne Islands|103,135
Fergusson Island|102,132
Goodenough Island|101,131
Kiriwina Island|102,131
Normanby Island|102,133
Rossel Island|105,137
Woodlark Island|104,133
Buka|109,128
Torokina|109,130
Christmas Island IO|45,104
Cocos Islands|33,101
King Island|79,173
Horn Island|91,128
Lord Howe Island|100,169
Mornington Island|84,135
Norfolk Island|113,170
Wessel Islands|83,126
Auckland|115,185
Blenheim|111,191
Christchurch|108,193
Dunedin|104,195
Gisborne|117,189
Greymouth|107,191
Hamilton|115,187
Invercargill|102,194
Nelson NZ|110,191
Palmerston North|114,190
Waipapakauri|115,182
Wellington|112,191
Aitutaki|159,174
Atiu|160,176
Mangaia|159,180
Manihiki|163,160
Manuae|159,175
Mauke|161,177
Mitiaro|161,176
Penrhyn Island|168,159
Pukapuka|157,158
Rarotonga|157,177
Savaii|146,159
Upolu|147,160
Niue|146,168
Alliford Bay|199,46
Bella Bella|203,46
Calgary|214,40
Coal Harbour|204,49
Edmonton|210,35
Fort Nelson|199,31
Fort St. John|203,34
Nelson|214,44
Prince Rupert|199,43
Regina|220,34
Terrace|200,41
Vancouver|209,49
Victoria|209,51
Whitehorse|190,33
Winnipeg|224,28
Canada|227,5
Changsha|82,52
Changteh|81,50
Chengchow|88,44
Chengtu|75,41
Chihkiang|78,50
Chungking|76,45
Hami|81,17
Hengyang|80,53
Loyang|87,43
Hwaiyin|92,50
Kanhsien|81,57
Kashgar|71,6
Kiuchuan|82,26
Kukong|79,57
Kungchang|81,36
Kunming|69,48
Kweilin|76,54
Kweiteh|90,46
Kweiyang|74,49
Lanchow|81,34
Liuchow|74,55
Mengtze|68,50
Nanning|72,55
Nanyang|85,45
Neikiang|75,44
Pakhoi|72,58
Paoshan|65,45
Patung|81,46
Pengpu|90,50
Pucheng|86,57
Shaoyang|80,52
Sian|83,41
Siangtan|81,52
Sining|80,32
Tienshui|81,38
Tsiaotso|88,42
Tsuyung|68,46
Tuyun|74,51
Urumchi|79,11
Wasu|79,8
Wenchow|89,58
Wuchow|76,57
Yenan|88,37
Bengkalis|48,82
Benkoelen|45,91
Djambi|48,88
Lahat|47,92
Langsa|46,74
Medan|46,76
Muntok|50,90
Padang|44,85
Palembang|48,91
Pakanbaroe|46,83
Sabang|44,70
Sawahloento|45,85
Sibolga|44,79
Tandjoengbalai|47,78
Oosthaven|48,96
Toboali|50,93
Bandoeng|50,100
Banjoewangi|57,107
Batavia|49,98
Djokjakarta|52,103
Madioen|54,104
Loemadjang|56,106
Merak|48,97
Pamekasan|57,105
Probolinggo|56,105
Semarang|53,102
Soerabaja|56,104
Soerakarta|53,103
Tjilatjap|51,102
Balikpapan|64,97
Bandjermasin|60,99
Pontianak|56,90
Samarinda|65,96
Sampit|58,97
Ketapang|55,93
Sambas|57,88
Singkawang|56,88
Sintang|59,92
Tandjoengselor|68,92
Tarakan|67,91
Donggala|68,99
Gorontalo|72,99
Kendari|70,106
Kolaka|68,105
Madjene|65,103
Makassar|65,106
Manado|75,99
Palopo|67,103
Pare Pare|66,104
Watampone|66,105
Babo|83,111
Biak|87,110
Hollandia|93,116
Kaimana|83,113
Manokwari|85,109
Merauke|89,124
Nabire|86,114
Noemfoor|86,110
Sansapor|83,107
Sarmi|91,114
Sorong|82,107
Timoeka|86,116
Dili|71,115
Koepang|68,116
Lautem|72,115
Alor|70,114
Ambon|76,109
Terempa|54,83
Dobo|83,116
Babar|76,117
Bara|74,107
Batjan|78,104
Tandjoengpinang|50,85
Boela|80,110
Boeton|69,108
Damar|75,115
Denpasar|58,108
Djailolo|78,101
Djemadja|53,83
Endeh|65,113
Enggano|44,94
Galeia|79,101
Gebe|80,105
Gorong|81,112
Kai-eilanden|81,115
Kalao|66,110
Kangean|59,105
Kofiau|80,106
Komodo|63,111
Larantoeka|67,113
Lingga|50,87
Lolobato|79,102
Lomblen|68,113
Mataram|59,109
Maumere|66,113
Memboro|63,112
Misool|80,108
Moa|74,116
Molu|79,116
Morotai|80,101
Namlea|76,108
Groot Natoena|57,83
Nias|42,79
Obi|77,106
Pagai-eilanden|43,88
Pantar|69,114
Bima|63,110
Roti|67,116
Ruteng|64,111
Sangi|77,97
Saumlaki|78,117
Sawoe-eilanden|65,115
Selaroe|78,118
Sepandjang|60,106
Serasan|57,86
Siaoe|77,98
Siberoet|42,85
Singkep|49,87
Soebi-besar|57,85
Talaud-eilanden|79,97
Taliaboe|73,104
Tambelan-eilanden|54,92
Tanahdjampea|65,109
Billiton|52,93
Ternate|78,102
Tockangbesi-eilanden|70,109
Waigeo|82,106
Waingapoe|63,113
Wetar|72,114
Belep Islands|112,155
Isle of Pines|115,161
Koumac|113,156
La Foa|114,159
Lifou|116,159
Mare'|117,160
Noumea|115,160
Ouv'ea|116,158
Ambrym|121,152
Anatom|120,159
Aoba Island|121,150
Efate|120,154
Epi|120,153
Erromango|120,156
Lakatoro|119,151
Luganville|120,150
Pentecost Island|120,151
Santa Maria|120,149
Tanna|120,157
Torres Islands|120,147
Vanua Lava|121,148
Bora Bora|171,174
Maiao|171,177
Maupiti|170,174
Moorea|172,177
Raiatea|171,175
Tahiti|173,178
Tetiaroa|173,176
Amanu|184,182
Anaa|178,179
Apataki|178,175
Aratika|180,176
Fakarava|179,177
Hao|183,183
Hereheretue|177,184
Hikueru|181,181
Katiu|180,178
Kauehi|180,177
Makatea|175,175
Makemo|181,179
Mangareva|185,195
Manihi|180,174
Marokau|182,182
Mataiva|176,173
Mururoa|182,191
Napuka|186,176
Niau|178,177
Pukarua|188,186
Rangiroa|177,174
Raroia|183,178
Reao|189,186
Tahanea|179,179
Takapoto|180,175
Takaroa|181,174
Tatakoto|187,183
Temoe|187,195
Tureia|183,189
Raevavae|169,189
Rimatara|164,183
Rurutu|167,184
Tubuai|168,187
Eiao|191,165
Fatu Hiva|192,170
Hiva Oa|192,169
Nuku Hiva|191,167
Ua Huka|192,167
Ua Pou|191,168
Hoorn Islands|138,157
Kwangchowan|73,60
Rapa|170,196
Wallis Island|142,156
Abakan|95,5
Aldan|121,22
Anadyr|158,30
Dalan Dzadagad|90,26
Bering Island|148,44
Birobidzhan|117,39
Blagoveshchensk|114,33
Borzya|106,26
Chita|106,22
Choybalsan|103,28
Iman|116,43
Irkutsk|100,16
Khabarovsk|118,41
Komsomolsk|121,39
Krasnoyarsk|101,6
Kysyl|94,10
Magadan|138,32
Markovo|153,29
Medny Island|149,45
Mogocha|112,25
Nikolaevsk|126,37
Okha|128,37
Ondorhaan|100,27
Petropavlovsk|141,44
Seymchan|141,28
Skovorodino|114,27
Sovetskaya Gavan|124,42
Suchan|113,46
Svobodny|116,32
Tamsag|104,32
Uel Kal|160,30
Ulan Bator|96,23
Ulan-Ude|102,19
Vladivostok|112,46
Voroshilov|112,45
Yakutsk|126,20
Alma-Ata|80,3
Soviet Union|101,3
Kagi|85,64
Utsonomiya|115,60
Haha-jima|110,75
Hachinohe|118,55
Tungho|112,40
Paotow|92,34
Alameda|219,70
Socotra|14,8
Abadan|39,3
Temuloh|50,78
Kalemyo|59,42
Ramree Island|54,48
Mergui|53,62
Pegu|55,53
Shwebo|59,45
Bellary|34,33
Bezwada|39,36
Chanda|42,29
Comilla|56,39
Darjeeling|59,32
Jalgaon|41,24
Nander|40,29
Silchar|59,39
Tezpur|60,36
Warangal|40,33
Flinders Island|83,175
Praboemoelih|48,92
Taberfane|82,117
Ningsia|84,33
Oita|104,59
Chiba|114,61
Tottori|109,58
Bihoro|123,51
Kotou|116,42
Yenki|110,44
Tunghua|106,44
Chuhsien|88,56
Pingsiang|82,54
Lungchen|112,36
Lopei|114,39
Olga|115,47
Spassk-Dalniy|114,44
Kuibyshevka|115,33
Shilka|108,24
Kansk|101,7
Cheremkhovo|101,14
Nakhodka|112,47
Bikin|117,42
Alexandrovsk|126,41
Rybolov|113,44
San Luis Obispo|221,75
Corvallis|213,58
Portsea|81,171
Nakhon Si Thammarat|51,70
Prachuap Khiri Khan|54,64
Chumphon|52,66
Phuket|48,69
Petrovskiy|102,20
Beaufort|66,87
Atimonan|80,79
Bakersfield|223,74
Coos Bay|213,60
Kamloops|210,44
Surigao|81,88
Prince George|204,40
Sambalpur|48,34
Kanoya|102,61
Duff Islands|123,142
Salajar|66,108
Sidate|75,100
Shasukotan|135,49
Shikotan|125,53
Shemya Island|154,49
Treasury Islands|109,132
Esperance|56,153
Rambutyo|102,120
Umboi Island|100,125
Long Island|100,124
Vanimo|93,117
Tagula Island|104,137
Stewart Island|100,195
Oboto|99,31
Nagano|113,58
Kurume|103,58
Kirensk|110,13
Chinhae|103,54
Yugodzyr|101,32
Wuteh|96,30
Tolun|98,36
Kyaktah|99,19
Car Nicobar|44,62
Sinabang|42,76
Batoe-eilanden|43,82
Sipora|43,86
Tioman Island|51,83
Langkawi|49,72
Mangole|74,105
Loewoek|71,101
Kienko|78,41
Ankang|82,42
Togian-eilanden|71,100
Ontong Java|115,131
Dora Harbor|173,48
Salt Lake City|226,58
Raoul Island|128,177
Malaybalay|80,90
Cunderdin|51,147
Cue|53,141
Busselton|48,149
Nookanbah|66,130
Roto|85,164
Condamine|92,157
Maryborough|96,157
Coffs Harbour|95,162
Fukuyama|107,58
Terapo|96,127
Gifu|110,59
Malang|55,105
Tjepoe|54,103
Buitenzorg|48,99
Kalidjati|50,99
Las Vegas|227,70
Tonopah|222,67
Cabanatuan|80,76
Nadzab|98,125
Ebadon|131,114
Palm Island|92,143
Fraser Island|97,156
Tokuyama|105,58
Ansi|80,23
Iki-shima|102,57
